fips_code,name,state,lat,lon
31023,Butler,Nebraska,41.22599383,-97.13156172
34039,Union,New Jersey,40.65928966,-74.30721513
5061,Howard,Arkansas,34.08897983,-93.99344494
48097,Cooke,Texas,33.63940669,-97.21276751
48105,Crockett,Texas,30.72293884,-101.4121116
48109,Culberson,Texas,31.44657839,-104.5179143
17139,Moultrie,Illinois,39.64136794,-88.61929657
19059,Dickinson,Iowa,43.37782493,-95.15099401
23007,Franklin,Maine,44.97424486,-70.44421037
30007,Broadwater,Montana,46.33259261,-111.4961534
48363,Palo Pinto,Texas,32.75310985,-98.31319001
13307,Webster,Georgia,32.04630599,-84.55001221
13309,Wheeler,Georgia,32.11657577,-82.72430717
31027,Cedar,Nebraska,42.59931244,-97.25275919
29161,Phelps,Missouri,37.87731447,-91.79238502
42003,Allegheny,Pennsylvania,40.46880438,-79.9817588
6027,Inyo,California,36.51173415,-117.4113187
5119,Pulaski,Arkansas,34.76993891,-92.31191414
6011,Colusa,California,39.17719198,-122.2363987
42129,Westmoreland,Pennsylvania,40.31090839,-79.46732917
31055,Douglas,Nebraska,41.29533784,-96.15494428
20107,Linn,Kansas,38.21238797,-94.84299061
26003,Alger,Michigan,46.40902031,-86.60408109
21109,Jackson,Kentucky,37.41979135,-84.00617165
26043,Dickinson,Michigan,46.00907005,-87.87011459
47149,Rutherford,Tennessee,35.84260355,-86.41692683
47151,Scott,Tennessee,36.42885328,-84.50369331
47153,Sequatchie,Tennessee,35.37103725,-85.4102441
6065,Riverside,California,33.74329781,-115.9939021
13085,Dawson,Georgia,34.44409815,-84.17073385
13063,Clayton,Georgia,33.54043935,-84.35751271
41063,Wallowa,Oregon,45.57979758,-117.1810198
20013,Brown,Kansas,39.8265096,-95.56422358
5099,Nevada,Arkansas,33.66338522,-93.30697684
5105,Perry,Arkansas,34.947251,-92.93150636
40009,Beckham,Oklahoma,35.26792649,-99.68042577
37141,Pender,North Carolina,34.52447523,-77.90598182
29163,Pike,Missouri,39.34397231,-91.17165493
48217,Hill,Texas,31.99059876,-97.13216715
37129,New Hanover,North Carolina,34.2322858,-77.88474375
17185,Wabash,Illinois,38.44634379,-87.84368093
24039,Somerset,Maryland,38.11381821,-75.75887041
21119,Knott,Kentucky,37.35406197,-82.95432904
21125,Laurel,Kentucky,37.11047425,-84.1176508
47159,Smith,Tennessee,36.25023609,-85.95654414
47167,Tipton,Tennessee,35.49692909,-89.75925274
20125,Montgomery,Kansas,37.19252895,-95.74280727
48119,Delta,Texas,33.38664358,-95.67114037
13167,Johnson,Georgia,32.70148912,-82.66017474
55041,Forest,Wisconsin,45.66756253,-88.7705944
5077,Lee,Arkansas,34.78064921,-90.78211015
5117,Prairie,Arkansas,34.83010091,-91.55194184
2013,Aleutians East,Alaska,55.36032516,-161.9642606
55079,Milwaukee,Wisconsin,43.00700658,-87.96698811
36117,Wayne,New York,43.15652579,-77.02965084
34005,Burlington,New Jersey,39.87782133,-74.6680045
6001,Alameda,California,37.64642367,-121.888612
21075,Fulton,Kentucky,36.55403726,-89.18729157
47105,Loudon,Tennessee,35.73514674,-84.31125324
21095,Harlan,Kentucky,36.85707442,-83.21750489
46103,Pennington,South Dakota,44.00397449,-102.8239659
48007,Aransas,Texas,28.11898396,-96.99699873
47021,Cheatham,Tennessee,36.26140435,-87.08648326
21131,Leslie,Kentucky,37.0939886,-83.38100797
21133,Letcher,Kentucky,37.12125569,-82.85515105
26071,Iron,Michigan,46.20865908,-88.53028044
27023,Chippewa,Minnesota,45.0223965,-95.56698141
2068,Denali,Alaska,63.67343339,-150.0094238
2070,Dillingham,Alaska,59.79832305,-158.2141634
2170,Matanuska-Susitna,Alaska,62.31571716,-149.5691006
55125,Vilas,Wisconsin,46.05275508,-89.51508258
37053,Currituck,North Carolina,36.40311519,-76.00390334
29143,New Madrid,Missouri,36.59439853,-89.65190483
30003,Big Horn,Montana,45.42332459,-107.4892228
45091,York,South Carolina,34.9746458,-81.18407852
45065,McCormick,South Carolina,33.89941841,-82.30961363
35003,Catron,New Mexico,33.91502948,-108.4054839
29133,Mississippi,Missouri,36.82805484,-89.29117001
39117,Morrow,Ohio,40.52405935,-82.79458938
40021,Cherokee,Oklahoma,35.90664273,-94.99948708
45081,Saluda,South Carolina,34.00631213,-81.72732002
37123,Montgomery,North Carolina,35.3323375,-79.90576665
39079,Jackson,Ohio,39.01971543,-82.61832518
30015,Chouteau,Montana,47.88028152,-110.4356833
30077,Powell,Montana,46.85654866,-112.936294
36039,Greene,New York,42.27638026,-74.12279549
45073,Oconee,South Carolina,34.75329772,-83.06576373
48423,Smith,Texas,32.37521162,-95.26908279
2282,Yakutat,Alaska,59.88824845,-140.349186
48377,Presidio,Texas,29.99962168,-104.2408125
34041,Warren,New Jersey,40.85746195,-74.99647914
31065,Furnas,Nebraska,40.17646227,-99.91249504
40007,Beaver,Oklahoma,36.74966893,-100.4765456
27089,Marshall,Minnesota,48.35830232,-96.3692954
42005,Armstrong,Pennsylvania,40.81298372,-79.46505466
42035,Clinton,Pennsylvania,41.23402092,-77.63798759
18073,Jasper,Indiana,41.02296853,-87.11611118
13095,Dougherty,Georgia,31.53329476,-84.21604918
21199,Pulaski,Kentucky,37.10380837,-84.57709045
23019,Penobscot,Maine,45.40038149,-68.64952115
22069,Natchitoches,Louisiana,31.72373065,-93.09649471
29175,Randolph,Missouri,39.44009232,-92.49714212
40013,Bryan,Oklahoma,33.96278604,-96.26246372
36115,Washington,New York,43.31320642,-73.430748
16025,Camas,Idaho,43.46356926,-114.8053772
49051,Wasatch,Utah,40.33064897,-111.169609
27163,Washington,Minnesota,45.03911139,-92.88374367
5147,Woodruff,Arkansas,35.18620495,-91.24302721
13269,Taylor,Georgia,32.55610793,-84.25102911
13067,Cobb,Georgia,33.94183776,-84.57652963
8101,Pueblo,Colorado,38.17377693,-104.5124892
18077,Jefferson,Indiana,38.78558559,-85.43830308
18149,Starke,Indiana,41.28077022,-86.6477887
27027,Clay,Minnesota,46.89214202,-96.49066248
20113,McPherson,Kansas,38.39187087,-97.64761598
16067,Minidoka,Idaho,42.85441649,-113.6374976
40089,McCurtain,Oklahoma,34.1162239,-94.77145458
39105,Meigs,Ohio,39.08233336,-82.02295352
1065,Hale,Alabama,32.7625948,-87.62930576
48499,Wood,Texas,32.78643978,-95.38204393
5017,Chicot,Arkansas,33.2673446,-91.29365079
5063,Independence,Arkansas,35.74143554,-91.56991638
48427,Starr,Texas,26.56223662,-98.73826312
54037,Jefferson,West Virginia,39.30849565,-77.86242458
51035,Carroll,Virginia,36.73130704,-80.73317673
53051,Pend Oreille,Washington,48.53235595,-117.2738324
13251,Screven,Georgia,32.75107817,-81.61169117
36033,Franklin,New York,44.59274379,-74.30395769
36051,Livingston,New York,42.72855751,-77.77517835
48249,Jim Wells,Texas,27.73123346,-98.08997801
46041,Dewey,South Dakota,45.15658384,-100.8716993
46111,Sanborn,South Dakota,44.02345807,-98.09105658
54099,Wayne,West Virginia,38.14585251,-82.42685819
51027,Buchanan,Virginia,37.26641332,-82.03580207
6045,Mendocino,California,39.44027921,-123.3914743
22087,St. Bernard,Louisiana,29.8750922,-89.53768188
22101,St. Mary,Louisiana,29.70500764,-91.44469375
45031,Darlington,South Carolina,34.33234414,-79.95766082
45079,Richland,South Carolina,34.02226754,-80.90384361
41071,Yamhill,Oregon,45.23269019,-123.3078799
35053,Socorro,New Mexico,34.00682919,-106.9307263
22095,St. John the Baptist,Louisiana,30.12694792,-90.47063317
47119,Maury,Tennessee,35.6177569,-87.0771147
48299,Llano,Texas,30.70581617,-98.68429358
51061,Fauquier,Virginia,38.7387071,-77.80950815
48309,McLennan,Texas,31.5524976,-97.20199931
53037,Kittitas,Washington,47.12448572,-120.679712
54057,Mineral,West Virginia,39.41464251,-78.94327353
54059,Mingo,West Virginia,37.72729194,-82.13519084
54109,Wyoming,West Virginia,37.60951977,-81.54940333
1007,Bibb,Alabama,32.99837607,-87.12681433
1039,Covington,Alabama,31.24861005,-86.45142629
6059,Orange,California,33.70311134,-117.760976
9003,Hartford,Connecticut,41.80669859,-72.73301048
20129,Morton,Kansas,37.19140392,-101.7992367
21003,Allen,Kentucky,36.75097491,-86.19069857
15001,Hawaii,Hawaii,19.60123507,-155.5211676
22009,Avoyelles,Louisiana,31.07634786,-92.001673
40075,Kiowa,Oklahoma,34.91625162,-98.98054865
18009,Blackford,Indiana,40.47378705,-85.32478758
18055,Greene,Indiana,39.03630547,-86.96223202
5093,Mississippi,Arkansas,35.76420127,-90.05430077
12035,Flagler,Florida,29.46163468,-81.31358003
12039,Gadsden,Florida,30.57930999,-84.61383904
12053,Hernando,Florida,28.55404893,-82.42535431
12133,Washington,Florida,30.61054912,-85.66575949
28143,Tunica,Mississippi,34.65198616,-90.37532903
30085,Roosevelt,Montana,48.29447097,-105.0162772
20021,Cherokee,Kansas,37.16921917,-94.84624572
24047,Worcester,Maryland,38.212837,-75.33389427
25007,Dukes,Massachusetts,41.39790643,-70.65382633
46089,McPherson,South Dakota,45.7662597,-99.221197
45069,Marlboro,South Carolina,34.60180925,-79.67845191
40059,Harper,Oklahoma,36.78871253,-99.66696611
9013,Tolland,Connecticut,41.85510643,-72.33642171
20169,Saline,Kansas,38.78394989,-97.65012272
47039,Decatur,Tennessee,35.60350601,-88.10830091
48415,Scurry,Texas,32.74614567,-100.9162656
53043,Lincoln,Washington,47.57605403,-118.4186556
51075,Goochland,Virginia,37.72200089,-77.91594304
51135,Nottoway,Virginia,37.14201365,-78.05127364
48067,Cass,Texas,33.07772099,-94.34317524
39147,Seneca,Ohio,41.12378254,-83.12759613
12065,Jefferson,Florida,30.43779668,-83.89500601
41009,Columbia,Oregon,45.94376691,-123.0888664
53035,Kitsap,Washington,47.61342417,-122.6734022
12127,Volusia,Florida,29.05852431,-81.18197434
12131,Walton,Florida,30.64341925,-86.17009489
53069,Wahkiakum,Washington,46.292422,-123.4247601
30105,Valley,Montana,48.3648329,-106.6682222
54031,Hardy,West Virginia,39.00759684,-78.85797558
47059,Greene,Tennessee,36.17587226,-82.84564638
37143,Perquimans,North Carolina,36.20508496,-76.4395049
35059,Union,New Mexico,36.48166105,-103.4710696
32003,Clark,Nevada,36.21511541,-115.0146087
1049,DeKalb,Alabama,34.46023769,-85.80378574
1083,Limestone,Alabama,34.81013487,-86.98207203
8075,Logan,Colorado,40.72463929,-103.1101132
12009,Brevard,Florida,28.29324349,-80.73218698
45045,Greenville,South Carolina,34.89387815,-82.37063974
13087,Decatur,Georgia,30.87807864,-84.5795682
13205,Mitchell,Georgia,31.22513235,-84.19466894
13235,Pulaski,Georgia,32.23213302,-83.47580638
28157,Wilkinson,Mississippi,31.16072415,-91.3114768
28013,Calhoun,Mississippi,33.9364711,-89.33648515
28021,Claiborne,Mississippi,31.9736924,-90.91182829
54027,Hampshire,West Virginia,39.31712105,-78.61389875
47123,Monroe,Tennessee,35.44293343,-84.25271451
30061,Mineral,Montana,47.1472918,-114.9981923
54055,Mercer,West Virginia,37.40564762,-81.11147554
8051,Gunnison,Colorado,38.66684745,-107.0316959
8053,Hinsdale,Colorado,37.82131615,-107.3003579
23025,Somerset,Maine,45.51360259,-69.95882156
6051,Mono,California,37.93940061,-118.8872447
50019,Orleans,Vermont,44.82900254,-72.24360335
54063,Monroe,West Virginia,37.5604155,-80.55052779
47099,Lawrence,Tennessee,35.21729152,-87.39523632
28041,Greene,Mississippi,31.21420839,-88.63921416
28047,Harrison,Mississippi,30.50439082,-89.11140872
54067,Nicholas,West Virginia,38.2918799,-80.79999513
54079,Putnam,West Virginia,38.5085024,-81.90915525
53033,King,Washington,47.49034831,-121.8063614
53029,Island,Washington,48.16376089,-122.5493921
48361,Orange,Texas,30.12099964,-93.89437408
51193,Westmoreland,Virginia,38.11166934,-76.80178124
51005,Alleghany,Virginia,37.78778327,-80.00761323
49053,Washington,Utah,37.28047916,-113.5045338
38093,Stutsman,North Dakota,46.97927215,-98.95894925
34013,Essex,New Jersey,40.78746195,-74.24718209
35049,Santa Fe,New Mexico,35.50670942,-105.9759986
13033,Burke,Georgia,33.0611801,-82.00066679
46083,Lincoln,South Dakota,43.27884092,-96.7217084
47155,Sevier,Tennessee,35.78475751,-83.52376973
1017,Chambers,Alabama,32.91366622,-85.39168915
19065,Fayette,Iowa,42.8627134,-91.84419994
51001,Accomack,Virginia,37.76647217,-75.63628772
48289,Leon,Texas,31.29628413,-95.9957025
17113,McLean,Illinois,40.49061752,-88.84769482
16007,Bear Lake,Idaho,42.28476453,-111.3294847
13031,Bulloch,Georgia,32.39689006,-81.74304725
32001,Churchill,Nevada,39.58048345,-118.3362581
2090,Fairbanks North Star,Alaska,64.8083752,-146.5623662
40101,Muskogee,Oklahoma,35.61612948,-95.37949187
40047,Garfield,Oklahoma,36.3791609,-97.78263254
13165,Jenkins,Georgia,32.79247176,-81.96350449
21217,Taylor,Kentucky,37.36660665,-85.32791474
28127,Simpson,Mississippi,31.9133629,-89.9199315
17143,Peoria,Illinois,40.78797055,-89.75986508
37101,Johnston,North Carolina,35.51761602,-78.36537336
19181,Warren,Iowa,41.33431116,-93.56121354
48287,Lee,Texas,30.31077667,-96.96605425
30063,Missoula,Montana,47.03651185,-113.9237814
6107,Tulare,California,36.22081997,-118.8004216
51105,Lee,Virginia,36.70548431,-83.12815503
6075,San Francisco,California,37.75668116,-122.4396708
8077,Mesa,Colorado,39.01825229,-108.4664844
6039,Madera,California,37.21825802,-119.7624357
36103,Suffolk,New York,40.87024178,-72.84423227
27071,Koochiching,Minnesota,48.24510754,-93.78362729
46075,Jones,South Dakota,43.96077423,-100.6897488
51019,Bedford,Virginia,37.31502696,-79.52391814
50023,Washington,Vermont,44.27309445,-72.61502314
51047,Culpeper,Virginia,38.48620048,-77.95541958
48043,Brewster,Texas,29.81174561,-103.2522656
53055,San Juan,Washington,48.57856326,-122.9534631
6063,Plumas,California,40.00422172,-120.8382348
13103,Effingham,Georgia,32.3672031,-81.34134143
28027,Coahoma,Mississippi,34.22906962,-90.60273114
19111,Lee,Iowa,40.64219925,-91.47949968
55051,Iron,Wisconsin,46.26247657,-90.24265966
54083,Randolph,West Virginia,38.77500824,-79.87549565
51085,Hanover,Virginia,37.76033617,-77.49131526
39167,Washington,Ohio,39.45557887,-81.49547648
53077,Yakima,Washington,46.45687521,-120.7387387
53049,Pacific,Washington,46.55547971,-123.7057228
16013,Blaine,Idaho,43.41242641,-113.980642
48479,Webb,Texas,27.76103224,-99.33173804
6015,Del Norte,California,41.74323775,-123.8971513
16069,Nez Perce,Idaho,46.32729495,-116.7498104
27077,Lake of the Woods,Minnesota,48.77043756,-94.90489792
48095,Concho,Texas,31.32686635,-99.86428507
1019,Cherokee,Alabama,34.17588713,-85.60387066
8021,Conejos,Colorado,37.20059578,-106.1911108
17151,Pope,Illinois,37.41325351,-88.56128333
19053,Decatur,Iowa,40.73762219,-93.78630885
21039,Carlisle,Kentucky,36.85297172,-88.97055515
21091,Hancock,Kentucky,37.84153525,-86.77804483
51069,Frederick,Virginia,39.2045848,-78.26241473
5041,Desha,Arkansas,33.83346926,-91.2539449
51195,Wise,Virginia,36.97556152,-82.62118772
22065,Madison,Louisiana,32.36512426,-91.24181996
27135,Roseau,Minnesota,48.77485638,-95.81112475
55013,Burnett,Wisconsin,45.86286431,-92.36769812
22115,Vernon,Louisiana,31.10800615,-93.18373375
22031,De Soto,Louisiana,32.05510725,-93.73783029
24017,Charles,Maryland,38.50706766,-76.9921999
46063,Harding,South Dakota,45.58027156,-103.4943846
41059,Umatilla,Oregon,45.59148273,-118.736681
28151,Washington,Mississippi,33.28374517,-90.94787195
4009,Graham,Arizona,32.93295414,-109.8875198
40065,Jackson,Oklahoma,34.58800041,-99.41545292
8117,Summit,Colorado,39.63420352,-106.1163363
36031,Essex,New York,44.11702035,-73.77248171
55043,Grant,Wisconsin,42.86757481,-90.70630534
22035,East Carroll,Louisiana,32.73239582,-91.2350757
41029,Jackson,Oregon,42.43216537,-122.728377
38001,Adams,North Dakota,46.09690164,-102.5285391
46019,Butte,South Dakota,44.905694,-103.507491
47091,Johnson,Tennessee,36.45484107,-81.85180572
47163,Sullivan,Tennessee,36.51291546,-82.30419555
50017,Orange,Vermont,44.00552167,-72.37674987
53009,Clallam,Washington,48.04911666,-123.9277111
53005,Benton,Washington,46.23976031,-119.5113335
31091,Hooker,Nebraska,41.91586243,-101.1354293
40131,Rogers,Oklahoma,36.37196654,-95.60476511
51145,Powhatan,Virginia,37.55029696,-77.915315
51760,Richmond,Virginia,37.53041663,-77.47493293
53025,Grant,Washington,47.20582642,-119.4513964
53041,Lewis,Washington,46.57770709,-122.3933441
48347,Nacogdoches,Texas,31.6162358,-94.61593169
36099,Seneca,New York,42.78068586,-76.82362358
39161,Van Wert,Ohio,40.8555416,-84.58607604
13045,Carroll,Georgia,33.58246933,-85.07980892
12097,Osceola,Florida,28.06245875,-81.14924253
51073,Gloucester,Virginia,37.41403941,-76.54142204
13059,Clarke,Georgia,33.95097841,-83.36755873
51083,Halifax,Virginia,36.76689258,-78.93659955
13061,Clay,Georgia,31.62573219,-84.97811756
8111,San Juan,Colorado,37.7637698,-107.6759098
48407,San Jacinto,Texas,30.57936685,-95.1671992
6067,Sacramento,California,38.44881725,-121.3445212
1125,Tuscaloosa,Alabama,33.28952146,-87.52558359
42125,Washington,Pennsylvania,40.18935898,-80.24855447
45055,Kershaw,South Carolina,34.33859234,-80.5903514
20161,Riley,Kansas,39.29629774,-96.7350396
16011,Bingham,Idaho,43.21643996,-112.3976535
31021,Burt,Nebraska,41.85154682,-96.32857388
55001,Adams,Wisconsin,43.96955395,-89.77038616
4019,Pima,Arizona,32.09723099,-111.7896381
23021,Piscataquis,Maine,45.83789196,-69.28442666
20171,Scott,Kansas,38.48220778,-100.9066618
34009,Cape May,New Jersey,39.14901203,-74.80053334
48469,Victoria,Texas,28.7960712,-96.97135956
48293,Limestone,Texas,31.5454767,-96.58095444
54081,Raleigh,West Virginia,37.77126746,-81.24873953
48121,Denton,Texas,33.20528167,-97.11685878
19149,Plymouth,Iowa,42.73735704,-96.21424951
13073,Columbia,Georgia,33.54404762,-82.26371951
8115,Sedgwick,Colorado,40.87598057,-102.3519638
19157,Poweshiek,Iowa,41.68657418,-92.53097077
19129,Mills,Iowa,41.03348848,-95.62136125
13091,Dodge,Georgia,32.17208946,-83.16860598
54053,Mason,West Virginia,38.7698088,-82.02651429
37075,Graham,North Carolina,35.35024285,-83.83311406
1131,Wilcox,Alabama,31.98928301,-87.30786547
1099,Monroe,Alabama,31.57107175,-87.36529615
42051,Fayette,Pennsylvania,39.91984935,-79.64746996
30011,Carter,Montana,45.51700775,-104.5359622
20179,Sheridan,Kansas,39.35018161,-100.4418259
20201,Washington,Kansas,39.78417855,-97.08751558
55031,Douglas,Wisconsin,46.43292074,-91.91618868
22021,Caldwell,Louisiana,32.09226466,-92.11667519
6097,Sonoma,California,38.52842052,-122.8872965
51041,Chesterfield,Virginia,37.37880418,-77.58654268
51139,Page,Virginia,38.61983485,-78.48428212
48401,Rusk,Texas,32.10819843,-94.76183346
47035,Cumberland,Tennessee,35.95070017,-84.9986148
51161,Roanoke,Virginia,37.26938285,-80.067514
48357,Ochiltree,Texas,36.27830534,-100.8158413
19167,Sioux,Iowa,43.08294203,-96.17809424
48083,Coleman,Texas,31.77319682,-99.45287706
8085,Montrose,Colorado,38.4024194,-108.2688129
48403,Sabine,Texas,31.34269549,-93.85288661
12105,Polk,Florida,27.94872638,-81.69711072
13099,Early,Georgia,31.32317406,-84.90423978
51155,Pulaski,Virginia,37.0632927,-80.71348404
54073,Pleasants,West Virginia,39.37099538,-81.1606194
1129,Washington,Alabama,31.40759248,-88.20819419
51171,Shenandoah,Virginia,38.85827071,-78.57113544
28043,Grenada,Mississippi,33.76997916,-89.80171673
22037,East Feliciana,Louisiana,30.8451603,-91.04553925
48215,Hidalgo,Texas,26.39667226,-98.18144326
19043,Clayton,Iowa,42.84452651,-91.34106377
27157,Wabasha,Minnesota,44.28428259,-92.23023021
22045,Iberia,Louisiana,29.89484111,-91.73103405
47171,Unicoi,Tennessee,36.11077416,-82.43228458
37167,Stanly,North Carolina,35.31173842,-80.25088954
51185,Tazewell,Virginia,37.12490124,-81.56046571
5073,Lafayette,Arkansas,33.24091819,-93.60684679
8123,Weld,Colorado,40.55487277,-104.3930144
48447,Throckmorton,Texas,33.17751417,-99.21226795
39153,Summit,Ohio,41.12587569,-81.53219101
48451,Tom Green,Texas,31.40455473,-100.4624522
17069,Hardin,Illinois,37.51807977,-88.26669526
13187,Lumpkin,Georgia,34.57241644,-84.00327535
13147,Hart,Georgia,34.35058893,-82.96402556
